"Lon","Lat","PM25_AVG","var1.var"
0.560000000000002,48.8,9.22368087219246,NA
0.660000000000002,48.8,9.30874293339419,NA
0.760000000000002,48.8,9.39395744092341,NA
0.860000000000001,48.8,9.47779701229344,NA
0.960000000000001,48.8,9.5583316670515,NA
1.06,48.8,9.63359354628552,NA
1.16,48.8,9.70240085520252,NA
1.26,48.8,9.76519693305783,NA
1.36,48.8,9.82409975966367,NA
1.46,48.8,9.88198183555516,NA
1.56,48.8,9.94135157309541,NA
1.66,48.8,10.0035748551612,NA
1.76,48.8,10.0684805210161,NA
1.86,48.8,10.134414428345,NA
1.96,48.8,10.1987907230665,NA
2.06,48.8,10.2588486483655,NA
2.16,48.8,10.312232012076,NA
2.26,48.8,10.3573101389047,NA
2.36,48.8,10.393267385346,NA
2.46,48.8,10.41999534298,NA
-9.04,48.9,3.44963596037718,NA
-8.94,48.9,3.60448054126769,NA
-8.84,48.9,3.65196917705152,NA
-8.74,48.9,3.63489255638312,NA
-8.64,48.9,3.66880810357272,NA
-8.54,48.9,3.71786076777732,NA
-8.44,48.9,3.67268359360197,NA
-8.34,48.9,3.72699325467493,NA
-8.24,48.9,3.80133634670153,NA
-8.14,48.9,3.79814965462451,NA
-8.04,48.9,3.79030110726111,NA
-7.94,48.9,3.88606430576949,NA
-7.84,48.9,3.89458722948511,NA
-7.74,48.9,3.89944436873262,NA
-7.64,48.9,3.9878548206426,NA
-7.54,48.9,4.01536854982163,NA
-7.44,48.9,3.97382149118189,NA
-7.34,48.9,4.10032827227334,NA
-7.24,48.9,4.14633065282315,NA
-7.14,48.9,4.13952725534416,NA
-7.04,48.9,4.20970095096283,NA
-6.94,48.9,4.26308757542609,NA
-6.84,48.9,4.22670279500906,NA
-6.74,48.9,4.29770779636113,NA
-6.64,48.9,4.41723363277661,NA
-6.54,48.9,4.4465208330578,NA
-6.44,48.9,4.5144686545823,NA
-6.34,48.9,4.6221620505224,NA
-6.24,48.9,4.67870409047651,NA
-6.14,48.9,4.70732352354425,NA
-6.04,48.9,4.94121825035488,NA
-5.94,48.9,5.08077939758166,NA
-5.84,48.9,5.30686817855531,NA
-5.74,48.9,5.38794480224289,NA
-5.64,48.9,5.43181031160478,NA
-5.54,48.9,5.65822783065892,NA
-5.44,48.9,5.75843711555326,NA
-5.34,48.9,5.60614685713591,NA
-5.24,48.9,5.75501265018065,NA
-5.14,48.9,5.55156579203964,NA
-5.04,48.9,5.50533580538573,NA
-4.94,48.9,5.49990113447704,NA
-4.84,48.9,5.48486601809049,NA
-4.74,48.9,5.59626373589342,NA
-4.64,48.9,5.64653029889674,NA
-4.54,48.9,5.65785936202476,NA
-4.44,48.9,5.81041086209606,NA
-4.34,48.9,5.89696188629219,NA
-4.24,48.9,5.98032640459558,NA
-4.14,48.9,6.02880412042349,NA
-4.04,48.9,6.07548293683846,NA
-3.94,48.9,6.10957978923574,NA
-3.84,48.9,6.18020916900811,NA
-3.74,48.9,6.321326746365,NA
-3.64,48.9,6.47581080287989,NA
-3.54,48.9,6.67332594163835,NA
-3.44,48.9,6.78540590954124,NA
-3.34,48.9,6.99030548355592,NA
-3.24,48.9,7.02046552404009,NA
-3.14,48.9,6.67235360707096,NA
-3.04,48.9,6.62574023782055,NA
-2.94,48.9,6.54261913448396,NA
-2.84,48.9,6.53809815417999,NA
-2.74,48.9,6.56545861201426,NA
-2.64,48.9,6.63933155098565,NA
-2.54,48.9,6.73305692496976,NA
-2.44,48.9,6.7481523482666,NA
-2.34,48.9,6.84440719284173,NA
-2.24,48.9,7.00282600760417,NA
-2.14,48.9,7.00264197485646,NA
-2.04,48.9,7.08519748437858,NA
-1.94,48.9,7.21109522485603,NA
-1.84,48.9,7.35921932347424,NA
-1.74,48.9,7.54019987613454,NA
-1.64,48.9,7.74165233880811,NA
-1.54,48.9,7.92013939250684,NA
-1.44,48.9,7.98705495719094,NA
-1.34,48.9,8.04204359458761,NA
-1.24,48.9,8.0892114594186,NA
-1.14,48.9,8.13072421923757,NA
-1.04,48.9,8.1827598840275,NA
-0.94,48.9,8.24640366545827,NA
-0.839999999999998,48.9,8.31950722894032,NA
-0.739999999999998,48.9,8.40464636650503,NA
-0.639999999999999,48.9,8.49835437555554,NA
-0.539999999999999,48.9,8.59438654590898,NA
-0.44,48.9,8.68610353248348,NA
-0.339999999999998,48.9,8.7670564195452,NA
-0.239999999999998,48.9,8.83417973649094,NA
-0.139999999999999,48.9,8.89216600156803,NA
-0.0399999999999991,48.9,8.95311865796633,NA
0.0600000000000005,48.9,9.02163438988984,NA
0.160000000000002,48.9,9.09546753373465,NA
0.260000000000002,48.9,9.1720806541522,NA
0.360000000000001,48.9,9.25307428041159,NA
0.460000000000001,48.9,9.33933882875788,NA
0.560000000000002,48.9,9.42965124120806,NA
0.660000000000002,48.9,9.52250376847773,NA
0.760000000000002,48.9,9.61653482970158,NA
0.860000000000001,48.9,9.7097994043763,NA
0.960000000000001,48.9,9.79907573681861,NA
1.06,48.9,9.88020820866175,NA
1.16,48.9,9.95001369484675,NA
1.26,48.9,10.0090071162073,NA
1.36,48.9,10.0619171158453,NA
1.46,48.9,10.1147948571663,NA
1.56,48.9,10.1725388135916,NA
1.66,48.9,10.237806937553,NA
1.76,48.9,10.3103301361642,NA
1.86,48.9,10.3868621204852,NA
1.96,48.9,10.4625196736558,NA
2.06,48.9,10.5325905159067,NA
2.16,48.9,10.5934164583926,NA
2.26,48.9,10.6427957374472,NA
2.36,48.9,10.6800500706453,NA
2.46,48.9,10.7057204324182,NA
-9.04,49,3.5987729932427,NA
-8.94,49,3.53321329170201,NA
-8.84,49,3.64493255413985,NA
-8.74,49,3.67138012252429,NA
-8.64,49,3.62211148869033,NA
-8.54,49,3.69574063379512,NA
-8.44,49,3.7427318233043,NA
-8.34,49,3.7163650357769,NA
-8.24,49,3.78078780590508,NA
-8.14,49,3.82850502806673,NA
-8.04,49,3.78976922852126,NA
-7.94,49,3.8155598013435,NA
-7.84,49,3.91712295606318,NA
-7.74,49,3.92244958820495,NA
-7.64,49,3.95535885407936,NA
-7.54,49,4.02376662116089,NA
-7.44,49,4.03002403972975,NA
-7.34,49,3.96963558852838,NA
-7.24,49,4.1403931364444,NA
-7.14,49,4.17415006757954,NA
-7.04,49,4.18022403620142,NA
-6.94,49,4.24996466580763,NA
-6.84,49,4.28921260497087,NA
-6.74,49,4.17612797643852,NA
-6.64,49,4.3701901179458,NA
-6.54,49,4.45975873373377,NA
-6.44,49,4.48448915897237,NA
-6.34,49,4.56689550317184,NA
-6.24,49,4.65961066848035,NA
-6.14,49,4.66707988640425,NA
-6.04,49,4.73449582696979,NA
-5.94,49,4.95233217218301,NA
-5.84,49,5.07043173722925,NA
-5.74,49,5.24146196142221,NA
-5.64,49,5.34607412187995,NA
-5.54,49,5.47983047002415,NA
-5.44,49,5.67088168114881,NA
-5.34,49,5.53841005809478,NA
-5.24,49,5.54258789138459,NA
-5.14,49,5.53876331423261,NA
-5.04,49,5.51735854598187,NA
-4.94,49,5.51707281486251,NA
-4.84,49,5.4857990215138,NA
-4.74,49,5.51107044701512,NA
-4.64,49,5.60766327601292,NA
-4.54,49,5.61915816628758,NA
-4.44,49,5.66477927567743,NA
-4.34,49,5.77893559272506,NA
-4.24,49,5.82978591127843,NA
-4.14,49,5.85913666986344,NA
-4.04,49,5.93446624889952,NA
-3.94,49,5.98392001601364,NA
-3.84,49,5.93666132020662,NA
-3.74,49,6.10352375695956,NA
-3.64,49,6.20341253879646,NA
-3.54,49,6.26459109531975,NA
-3.44,49,6.35308339257724,NA
-3.34,49,6.40059510223348,NA
-3.24,49,6.37622774151412,NA
-3.14,49,6.31247154014198,NA
-3.04,49,6.39947834277643,NA
-2.94,49,6.40221580856251,NA
-2.84,49,6.40270358254924,NA
-2.74,49,6.46961113855856,NA
-2.64,49,6.5230762557313,NA
-2.54,49,6.5708784245599,NA
-2.44,49,6.67287573483544,NA
-2.34,49,6.75721157949017,NA
-2.24,49,6.83886039413445,NA
-2.14,49,6.96639813188392,NA
-2.04,49,7.08255081313568,NA
-1.94,49,7.21276728924531,NA
-1.84,49,7.40737921995993,NA
-1.74,49,7.68811256508159,NA
-1.64,49,7.98286519767109,NA
-1.54,49,9.077180865998,NA
-1.44,49,8.53647090458494,NA
-1.34,49,8.43355610793939,NA
-1.24,49,8.84682315978942,NA
-1.14,49,8.65560773146094,NA
-1.04,49,8.51424444018208,NA
-0.94,49,8.62835099585266,NA
-0.839999999999998,49,8.72851996000274,NA
-0.739999999999998,49,8.75046650155894,NA
-0.639999999999999,49,8.84781923431625,NA
-0.539999999999999,49,8.97711822067714,NA
-0.44,49,9.07044682752331,NA
-0.339999999999998,49,9.14383229051645,NA
-0.239999999999998,49,9.19787528992711,NA
-0.139999999999999,49,9.20193312705101,NA
-0.0399999999999991,49,9.22846471070738,NA
0.0600000000000005,49,9.28740697089913,NA
0.160000000000002,49,9.35980747305913,NA
0.260000000000002,49,9.42681177632396,NA
0.360000000000001,49,9.50584770656699,NA
0.460000000000001,49,9.59820960641868,NA
0.560000000000002,49,9.69640413713159,NA
0.660000000000002,49,9.797589369935,NA
0.760000000000002,49,9.90218816405635,NA
0.860000000000001,49,10.0087539684376,NA
0.960000000000001,49,10.1124205899743,NA
1.06,49,10.2038192588191,NA
1.16,49,10.2728927979169,NA
1.26,49,10.3186204294085,NA
1.36,49,10.3541639912419,NA
1.46,49,10.3926838620894,NA
1.56,49,10.4431045976517,NA
1.66,49,10.5106480402696,NA
1.76,49,10.5951857237443,NA
1.86,49,10.6894901212248,NA
1.96,49,10.7830429050219,NA
2.06,49,10.8678539808521,NA
2.16,49,10.9381557023712,NA
2.26,49,10.9909453322089,NA
2.36,49,11.0263639155528,NA
2.46,49,11.0460613793473,NA
-9.04,49.1,3.61677238972596,NA
-8.94,49.1,3.61990261916596,NA
-8.84,49.1,3.61214906022119,NA
-8.74,49.1,3.68027996539267,NA
-8.64,49.1,3.68892730972108,NA
-8.54,49.1,3.58380557244949,NA
-8.44,49.1,3.73324827128465,NA
-8.34,49.1,3.77069005730828,NA
-8.24,49.1,3.76561163051477,NA
-8.14,49.1,3.82153598309966,NA
-8.04,49.1,3.85352931804572,NA
-7.94,49.1,3.74769314174362,NA
-7.84,49.1,3.86557271906668,NA
-7.74,49.1,3.94863791019172,NA
-7.64,49.1,3.95435452173082,NA
-7.54,49.1,3.99890282267832,NA
-7.44,49.1,4.05924845640624,NA
-7.34,49.1,4.03284098780148,NA
-7.24,49.1,4.02806898149978,NA
-7.14,49.1,4.17687403117203,NA
-7.04,49.1,4.1987371106766,NA
-6.94,49.1,4.21814177223249,NA
-6.84,49.1,4.29413830752753,NA
-6.74,49.1,4.31169721599028,NA
-6.64,49.1,4.18344723401209,NA
-6.54,49.1,4.43193325228109,NA
-6.44,49.1,4.49673882166752,NA
-6.34,49.1,4.52299242064004,NA
-6.24,49.1,4.61613867811688,NA
-6.14,49.1,4.68985353578944,NA
-6.04,49.1,4.59403615668355,NA
-5.94,49.1,4.79098010832594,NA
-5.84,49.1,4.95212466268577,NA
-5.74,49.1,5.02840996149686,NA
-5.64,49.1,5.1601757335003,NA
-5.54,49.1,5.28313361332611,NA
-5.44,49.1,5.48091585855938,NA
-5.34,49.1,5.92423106617436,NA
-5.24,49.1,5.50834010180431,NA
-5.14,49.1,5.51785092713385,NA
-5.04,49.1,5.49074368593164,NA
-4.94,49.1,5.50914043538406,NA
-4.84,49.1,5.54670444473552,NA
-4.74,49.1,5.55103295439087,NA
-4.64,49.1,5.58230115075677,NA
-4.54,49.1,5.63874657843017,NA
-4.44,49.1,5.62596077990645,NA
-4.34,49.1,5.69897646517193,NA
-4.24,49.1,5.77284991194788,NA
-4.14,49.1,5.78138166744625,NA
-4.04,49.1,5.8028778280129,NA
-3.94,49.1,5.90294639358885,NA
-3.84,49.1,5.91021411136162,NA
-3.74,49.1,5.86768114626567,NA
-3.64,49.1,6.05159170842757,NA
-3.54,49.1,6.11055631029453,NA
-3.44,49.1,6.1409213977065,NA
-3.34,49.1,6.19651402221493,NA
-3.24,49.1,6.23237515560803,NA
-3.14,49.1,6.12513222271229,NA
-3.04,49.1,6.22774001222167,NA
-2.94,49.1,6.31810775845545,NA
-2.84,49.1,6.32084356094507,NA
-2.74,49.1,6.37094153165891,NA
-2.64,49.1,6.45723918862427,NA
-2.54,49.1,6.49913221541688,NA
-2.44,49.1,6.54845268570957,NA
-2.34,49.1,6.69597676591033,NA
-2.24,49.1,6.78063695207525,NA
-2.14,49.1,6.84624020581909,NA
-2.04,49.1,7.06542297359683,NA
-1.94,49.1,7.21444825283341,NA
-1.84,49.1,7.39375146898601,NA
-1.74,49.1,7.72084126109575,NA
-1.64,49.1,7.98104328809556,NA
-1.54,49.1,8.53255839846249,NA
-1.44,49.1,8.82505067712474,NA
-1.34,49.1,8.47107947610833,NA
-1.24,49.1,8.65084301739911,NA
-1.14,49.1,9.35324080772148,NA
-1.04,49.1,8.71107989556564,NA
-0.94,49.1,8.73640162570068,NA
-0.839999999999998,49.1,8.99294902690994,NA
-0.739999999999998,49.1,9.10515401337268,NA
-0.639999999999999,49.1,9.20635038015113,NA
-0.539999999999999,49.1,9.85120131083693,NA
-0.44,49.1,10.0895779938063,NA
-0.339999999999998,49.1,9.76977520628295,NA
-0.239999999999998,49.1,10.1994548211492,NA
-0.139999999999999,49.1,10.234534288383,NA
-0.0399999999999991,49.1,9.67778311397478,NA
0.0600000000000005,49.1,9.71904795236881,NA
0.160000000000002,49.1,9.93790125016809,NA
0.260000000000002,49.1,9.84256847243281,NA
0.360000000000001,49.1,9.88153818592092,NA
0.460000000000001,49.1,10.0219203734359,NA
0.560000000000002,49.1,10.1321249296715,NA
0.660000000000002,49.1,10.2057286684462,NA
0.760000000000002,49.1,10.3206479049807,NA
0.860000000000001,49.1,10.4473163888386,NA
0.960000000000001,49.1,10.5742768780729,NA
1.06,49.1,10.6901169777408,NA
1.16,49.1,10.7652326776083,NA
1.26,49.1,10.7622404940654,NA
1.36,49.1,10.7491071057301,NA
1.46,49.1,10.7523347295708,NA
1.56,49.1,10.780377900122,NA
1.66,49.1,10.8458407246136,NA
1.76,49.1,10.9537572585141,NA
1.86,49.1,11.085163430144,NA
1.96,49.1,11.2089422421385,NA
2.06,49.1,11.3170728893769,NA
2.16,49.1,11.3997892710501,NA
2.26,49.1,11.4508090870498,NA
2.36,49.1,11.4763826936245,NA
2.46,49.1,11.4770284227467,NA
-9.04,49.2,3.52738843566146,NA
-8.94,49.2,3.64491155602037,NA
-8.84,49.2,3.64810117626937,NA
-8.74,49.2,3.66317608336592,NA
-8.64,49.2,3.71281262238783,NA
-8.54,49.2,3.70351048458439,NA
-8.44,49.2,3.59876331221284,NA
-8.34,49.2,3.77767835908105,NA
-8.24,49.2,3.80305301236898,NA
-8.14,49.2,3.80755787579196,NA
-8.04,49.2,3.85992762282402,NA
-7.94,49.2,3.87645373408961,NA
-7.84,49.2,3.71444459366439,NA
-7.74,49.2,3.9263289700737,NA
-7.64,49.2,3.98284999510792,NA
-7.54,49.2,3.98570671719349,NA
-7.44,49.2,4.04214951759116,NA
-7.34,49.2,4.09441945376243,NA
-7.24,49.2,4.01294289802544,NA
-7.14,49.2,4.12767650845242,NA
-7.04,49.2,4.2218735140622,NA
-6.94,49.2,4.23046735614932,NA
-6.84,49.2,4.26579004525391,NA
-6.74,49.2,4.34689874060604,NA
-6.64,49.2,4.33019600885457,NA
-6.54,49.2,4.29383004107822,NA
-6.44,49.2,4.49128783995186,NA
-6.34,49.2,4.53481715550291,NA
-6.24,49.2,4.56539315081643,NA
-6.14,49.2,4.66762874120569,NA
-6.04,49.2,4.71211193064295,NA
-5.94,49.2,4.54226660719898,NA
-5.84,49.2,4.85762618701999,NA
-5.74,49.2,4.96084567944012,NA
-5.64,49.2,5.01340471358935,NA
-5.54,49.2,5.12962062678761,NA
-5.44,49.2,5.22283418652165,NA
-5.34,49.2,5.25619246255488,NA
-5.24,49.2,5.33620348177984,NA
-5.14,49.2,5.40435490570273,NA
-5.04,49.2,5.43580680164522,NA
-4.94,49.2,5.47387671261814,NA
-4.84,49.2,5.52109555479794,NA
-4.74,49.2,5.57534344900476,NA
-4.64,49.2,5.70529985548021,NA
-4.54,49.2,5.67671940580896,NA
-4.44,49.2,5.70970293601489,NA
-4.34,49.2,5.71848536256577,NA
-4.24,49.2,5.756940628832,NA
-4.14,49.2,5.79120588238661,NA
-4.04,49.2,5.73894176556213,NA
-3.94,49.2,5.82073252409288,NA
-3.84,49.2,5.89813570145526,NA
-3.74,49.2,5.82525164381717,NA
-3.64,49.2,5.89874284420978,NA
-3.54,49.2,6.0285471996474,NA
-3.44,49.2,6.0472571015242,NA
-3.34,49.2,6.06330510236888,NA
-3.24,49.2,6.14428489075671,NA
-3.14,49.2,6.14342955790849,NA
-3.04,49.2,5.97544777150634,NA
-2.94,49.2,6.23845153216332,NA
-2.84,49.2,6.29311104287561,NA
-2.74,49.2,6.29785413981302,NA
-2.64,49.2,6.39500427614569,NA
-2.54,49.2,6.47759970763896,NA
-2.44,49.2,6.49008818629157,NA
-2.34,49.2,6.6081503044352,NA
-2.24,49.2,6.74104039106357,NA
-2.14,49.2,6.72309320783023,NA
-2.04,49.2,7.04655963491328,NA
-1.94,49.2,7.24725267797546,NA
-1.84,49.2,7.44041210351164,NA
-1.74,49.2,7.78867950424149,NA
-1.64,49.2,8.0644547897512,NA
-1.54,49.2,8.26648898867556,NA
-1.44,49.2,9.1549759094171,NA
-1.34,49.2,8.49899117219433,NA
-1.24,49.2,8.42742251930811,NA
-1.14,49.2,8.67681004008711,NA
-1.04,49.2,8.66115797673644,NA
-0.94,49.2,8.63750259645989,NA
-0.839999999999998,49.2,8.84511546487982,NA
-0.739999999999998,49.2,9.13034285139286,NA
-0.639999999999999,49.2,9.22531701519702,NA
-0.539999999999999,49.2,9.77028607963791,NA
-0.44,49.2,13.4022138981238,NA
-0.339999999999998,49.2,10.0728238293245,NA
-0.239999999999998,49.2,9.89941497230772,NA
-0.139999999999999,49.2,10.1562964821282,NA
-0.0399999999999991,49.2,9.95589413505842,NA
0.0600000000000005,49.2,9.95221097227958,NA
0.160000000000002,49.2,10.2237249803192,NA
0.260000000000002,49.2,10.1955608098485,NA
0.360000000000001,49.2,10.1848580933103,NA
0.460000000000001,49.2,10.5020163023912,NA
0.560000000000002,49.2,11.2346016496083,NA
0.660000000000002,49.2,10.7510886564847,NA
0.760000000000002,49.2,10.9321805585403,NA
0.860000000000001,49.2,11.7123485167823,NA
0.960000000000001,49.2,11.492487678524,NA
1.06,49.2,11.4832198562286,NA
1.16,49.2,12.1220551021133,NA
1.26,49.2,11.7342207749024,NA
1.36,49.2,11.3668736662462,NA
1.46,49.2,11.3658031586308,NA
1.56,49.2,11.3444341395876,NA
1.66,49.2,11.3142770232827,NA
1.76,49.2,11.4730071849763,NA
1.86,49.2,11.7662913248324,NA
1.96,49.2,11.9113919384366,NA
2.06,49.2,12.0377834419456,NA
2.16,49.2,12.1651981623245,NA
2.26,49.2,12.1776812681359,NA
