X,Y,PM25
0.95,51.15,8.7
0.95,51.05,10.5
0.95,50.95,12.1
0.95,49.95,8.1
0.95,49.85,12
0.95,49.75,13.2
0.95,49.65,11.7
0.95,49.55,10.3
0.95,49.45,11.7
0.95,49.35,11.7
0.95,49.25,10.6
0.95,49.15,10
0.95,49.05,10.1
0.95,48.95,10.7
0.95,48.85,10.4
0.95,48.75,10.9
0.95,48.65,9.8
0.95,48.55,9.8
0.95,48.45,8.8
0.95,48.35,9.3
0.95,48.25,9.8
0.95,48.15,10.8
0.95,48.05,10
0.95,47.95,10.8
0.95,47.85,11.4
0.95,47.75,10.9
0.95,47.65,10.9
0.95,47.55,10.1
0.95,47.45,10.5
0.95,47.35,10.9
0.95,47.25,11.7
0.95,47.15,9.2
0.95,47.05,9.3
0.95,46.95,8.7
0.95,46.85,8.1
0.95,46.75,9.5
0.95,46.65,9.6
0.95,46.55,9.3
0.95,46.45,8.9
0.95,46.35,8.5
0.95,46.25,8.9
0.95,46.15,8.3
0.95,46.05,8.2
0.95,45.95,8.3
0.95,45.85,8.2
0.95,45.75,8.3
0.95,45.65,7.5
0.95,45.55,9
0.95,45.45,9
0.95,45.35,8.7
0.95,45.25,8.4
0.95,45.15,8.8
0.95,45.05,7.7
1.05,52.95,7.4
1.05,52.85,8.1
1.05,52.75,8.8
1.05,52.65,9
1.05,52.55,9.3
1.05,52.45,10.3
1.05,52.35,10
1.05,52.25,10
1.05,52.15,10.5
1.05,52.05,11.7
1.05,51.95,12
1.05,51.85,14.5
1.05,51.75,8.8
1.05,51.35,11.5
1.05,51.25,11.7
1.05,51.15,8.6
1.05,51.05,9.9
1.05,49.95,7.7
1.05,49.85,11.2
1.05,49.75,12.5
1.05,49.65,12.1
1.05,49.55,11.6
1.05,49.45,12.2
1.05,49.35,12.7
1.05,49.25,10.6
1.05,49.15,9.7
1.05,49.05,10.4
1.05,48.95,10
1.05,48.85,10.3
1.05,48.75,12.2
1.05,48.65,11.8
1.05,48.55,10.3
1.05,48.45,9.4
1.05,48.35,9.8
1.05,48.25,10.7
1.05,48.15,11.2
1.05,48.05,11.3
1.05,47.95,11.6
1.05,47.85,11.5
1.05,47.75,11
1.05,47.65,10.8
1.05,47.55,10.2
1.05,47.45,10.8
1.05,47.35,10.9
1.05,47.25,11.6
1.05,47.15,8.6
1.05,47.05,9.8
1.05,46.95,9.1
1.05,46.85,8
1.05,46.75,9.8
1.05,46.65,9.2
1.05,46.55,8.7
1.05,46.45,9.4
1.05,46.35,9.4
1.05,46.25,8
1.05,46.15,8.5
1.05,46.05,8.6
1.05,45.95,9.1
1.05,45.85,9
1.05,45.75,8.8
1.05,45.65,8.4
1.05,45.55,8.3
1.05,45.45,8.6
1.05,45.35,8
1.05,45.25,8.3
1.05,45.15,8.3
1.05,45.05,7.5
1.15,52.95,7.8
1.15,52.85,7.1
1.15,52.75,9.5
1.15,52.65,8.8
1.15,52.55,9.2
1.15,52.45,9.2
1.15,52.35,11.4
1.15,52.25,10.8
1.15,52.15,11.4
1.15,52.05,12.6
1.15,51.95,13.8
1.15,51.85,12.5
1.15,51.75,8.8
1.15,51.35,13.1
1.15,51.25,12.3
1.15,51.15,8.8
1.15,51.05,11.7
1.15,49.95,11.3
1.15,49.85,12.6
1.15,49.75,11.9
1.15,49.65,10.6
1.15,49.55,10.8
1.15,49.45,11.5
1.15,49.35,13.5
1.15,49.25,12.8
1.15,49.15,10.8
1.15,49.05,11.2
1.15,48.95,10.1
1.15,48.85,11.9
1.15,48.75,12.9
1.15,48.65,12.1
1.15,48.55,11.1
1.15,48.45,10.7
1.15,48.35,10.2
1.15,48.25,9.8
1.15,48.15,10.6
1.15,48.05,10.2
1.15,47.95,11.3
1.15,47.85,12.1
1.15,47.75,11.3
1.15,47.65,11.4
1.15,47.55,12.1
1.15,47.45,11.3
1.15,47.35,11.2
1.15,47.25,11.2
1.15,47.15,8.7
1.15,47.05,9.8
1.15,46.95,8.5
1.15,46.85,8.4
1.15,46.75,8.2
1.15,46.65,9.1
1.15,46.55,9.1
1.15,46.45,10.3
1.15,46.35,9.3
1.15,46.25,7.9
1.15,46.15,8
1.15,46.05,8.1
1.15,45.95,8.6
1.15,45.85,8.1
1.15,45.75,8.7
1.15,45.65,8.3
1.15,45.55,8.1
1.15,45.45,8
1.15,45.35,8
1.15,45.25,8.1
1.15,45.15,8.5
1.15,45.05,8.8
1.25,52.95,5.8
1.25,52.85,6.6
1.25,52.75,8.7
1.25,52.65,9.1
1.25,52.55,10.2
1.25,52.45,10.1
1.25,52.35,10.1
1.25,52.25,12.4
1.25,52.15,12.8
1.25,52.05,12.1
1.25,51.95,11.1
1.25,51.85,12.2
1.25,51.35,12.6
1.25,51.25,11.2
1.25,51.15,11.4
1.25,50.05,8.1
1.25,49.95,14.1
1.25,49.85,13
1.25,49.75,10.3
1.25,49.65,9.8
1.25,49.55,11.7
1.25,49.45,10.6
1.25,49.35,12.6
1.25,49.25,13.1
1.25,49.15,11.6
1.25,49.05,11.9
1.25,48.95,9.9
1.25,48.85,12.4
1.25,48.75,12.8
1.25,48.65,11.1
1.25,48.55,11.5
1.25,48.45,11.4
1.25,48.35,10.2
1.25,48.25,10.1
1.25,48.15,11.3
1.25,48.05,10.5
1.25,47.95,10.6
1.25,47.85,11.9
1.25,47.75,11.6
1.25,47.65,11.7
1.25,47.55,12
1.25,47.45,11.5
1.25,47.35,10.8
1.25,47.25,10.3
1.25,47.15,10.6
1.25,47.05,10.2
1.25,46.95,7.9
1.25,46.85,9.7
1.25,46.75,10.4
1.25,46.65,8.8
1.25,46.55,9.5
1.25,46.45,10.5
1.25,46.35,8.2
1.25,46.25,8.2
1.25,46.15,8.2
1.25,46.05,8
1.25,45.95,8
1.25,45.85,7.3
1.25,45.75,8.7
1.25,45.65,8.1
1.25,45.55,8
1.25,45.45,8.8
1.25,45.35,8.5
1.25,45.25,8.6
1.25,45.15,8.8
1.25,45.05,8.7
1.35,52.95,5
1.35,52.85,8
1.35,52.75,8
1.35,52.65,10.4
1.35,52.55,9.6
1.35,52.45,10.4
1.35,52.35,10.4
1.35,52.25,11.7
1.35,52.15,12.5
1.35,52.05,10.6
1.35,51.95,10.5
1.35,51.35,9.1
1.35,51.25,10.6
1.35,51.15,11.2
1.35,50.05,12.3
1.35,49.95,11.2
1.35,49.85,11.3
1.35,49.75,9.7
1.35,49.65,9.5
1.35,49.55,9.8
1.35,49.45,10.6
1.35,49.35,12.1
1.35,49.25,12.3
1.35,49.15,12.4
1.35,49.05,11.8
1.35,48.95,10.1
1.35,48.85,11.4
1.35,48.75,12.9
1.35,48.65,11.1
1.35,48.55,11.6
1.35,48.45,11.7
1.35,48.35,11.5
1.35,48.25,10.8
1.35,48.15,10.4
1.35,48.05,10.3
1.35,47.95,9.9
1.35,47.85,11
1.35,47.75,11.2
1.35,47.65,12.5
1.35,47.55,12.2
1.35,47.45,11.2
1.35,47.35,11
1.35,47.25,10.7
1.35,47.15,10.2
1.35,47.05,9.5
1.35,46.95,9.8
1.35,46.85,9.8
1.35,46.75,11.1
1.35,46.65,8.7
1.35,46.55,8
1.35,46.45,8.5
1.35,46.35,8.4
1.35,46.25,8.7
1.35,46.15,8.4
1.35,46.05,7.5
1.35,45.95,8.2
1.35,45.85,7.8
1.35,45.75,7.4
1.35,45.65,7
1.35,45.55,8.7
1.35,45.45,9.4
1.35,45.35,9.4
1.35,45.25,9.2
1.35,45.15,8.9
1.35,45.05,8.3
1.45,52.85,10.5
1.45,52.75,9.7
1.45,52.65,8.3
1.45,52.55,9.3
1.45,52.45,10.7
1.45,52.35,12
1.45,52.25,11.2
1.45,52.15,10.7
1.45,52.05,10.3
1.45,51.95,8
1.45,51.35,12.1
1.45,51.25,9.2
1.45,50.15,15.6
1.45,50.05,14.9
1.45,49.95,10.8
1.45,49.85,10
1.45,49.75,9.6
1.45,49.65,10
1.45,49.55,10.4
1.45,49.45,10.4
1.45,49.35,12.2
1.45,49.25,12.4
1.45,49.15,11.9
1.45,49.05,12
1.45,48.95,11
1.45,48.85,12.4
1.45,48.75,12.4
1.45,48.65,11.4
1.45,48.55,11.6
1.45,48.45,12
1.45,48.35,11.4
1.45,48.25,10.6
1.45,48.15,10.3
1.45,48.05,11
1.45,47.95,9.6
1.45,47.85,10.7
1.45,47.75,12.1
1.45,47.65,12.4
1.45,47.55,11
1.45,47.45,12.1
1.45,47.35,11.6
1.45,47.25,10
1.45,47.15,10.9
1.45,47.05,10.4
1.45,46.95,9.6
1.45,46.85,11
1.45,46.75,10
1.45,46.65,8.9
1.45,46.55,7.9
1.45,46.45,8
1.45,46.35,8.5
1.45,46.25,9.3
1.45,46.15,8.1
1.45,46.05,7.6
1.45,45.95,8.2
1.45,45.85,7.7
1.45,45.75,7.2
1.45,45.65,7.8
1.45,45.55,8.8
1.45,45.45,9.1
1.45,45.35,9.7
1.45,45.25,9.3
1.45,45.15,8.4
1.45,45.05,8.7
1.55,52.85,9.8
1.55,52.75,10.9
1.55,52.65,9.1
1.55,52.55,9.8
1.55,52.45,8.9
1.55,52.35,11.2
1.55,52.25,10.7
1.55,52.15,9.9
1.55,52.05,8.2
1.55,50.75,11.4
1.55,50.65,13.1
1.55,50.55,12.4
1.55,50.45,12.2
1.55,50.35,12.7
1.55,50.25,12.9
1.55,50.15,13.9
1.55,50.05,14.8
1.55,49.95,11
1.55,49.85,9.8
1.55,49.75,10.6
1.55,49.65,10.7
1.55,49.55,11
1.55,49.45,10.3
1.55,49.35,11
1.55,49.25,12.1
1.55,49.15,12.2
1.55,49.05,11.6
1.55,48.95,11.5
1.55,48.85,11.5
1.55,48.75,12
1.55,48.65,11.1
1.55,48.55,11.2
1.55,48.45,12
1.55,48.35,11.7
1.55,48.25,10
1.55,48.15,7.2
1.55,48.05,10.3
1.55,47.95,10.1
1.55,47.85,11.2
1.55,47.75,11.4
1.55,47.65,12.4
1.55,47.55,12
1.55,47.45,11.6
1.55,47.35,11.4
1.55,47.25,10
1.55,47.15,10.8
1.55,47.05,10.4
1.55,46.95,10
1.55,46.85,9.7
1.55,46.75,9.1
1.55,46.65,9.1
1.55,46.55,8.9
1.55,46.45,8.6
1.55,46.35,8.6
1.55,46.25,9.5
1.55,46.15,7.7
1.55,46.05,7.6
1.55,45.95,6.8
1.55,45.85,8.7
1.55,45.75,8.2
1.55,45.65,7.5
1.55,45.55,8.4
1.55,45.45,8.7
1.55,45.35,9.4
1.55,45.25,8.2
1.55,45.15,8.3
1.55,45.05,8.3
1.65,52.75,11.2
1.65,52.65,12.1
1.65,52.55,9
1.65,52.45,11.1
1.65,52.35,11.5
1.65,52.25,8.6
1.65,52.15,9.6
1.65,50.85,13
1.65,50.75,11.7
1.65,50.65,13.7
1.65,50.55,13.4
1.65,50.45,12.6
1.65,50.35,14.1
1.65,50.25,14.8
1.65,50.15,14.1
1.65,50.05,13.4
1.65,49.95,10.3
1.65,49.85,10.3
1.65,49.75,10.5
1.65,49.65,10.5
1.65,49.55,11.2
1.65,49.45,10.9
1.65,49.35,10.9
1.65,49.25,11.4
1.65,49.15,11.6
1.65,49.05,11.4
1.65,48.95,11.1
1.65,48.85,10.7
1.65,48.75,12.1
1.65,48.65,11.4
1.65,48.55,11.7
1.65,48.45,12.7
1.65,48.35,11.5
1.65,48.25,9.7
1.65,48.15,6.9
1.65,48.05,10.2
1.65,47.95,11.1
1.65,47.85,10.7
1.65,47.75,11.3
1.65,47.65,11.6
1.65,47.55,11.9
1.65,47.45,12
1.65,47.35,11
1.65,47.25,10.1
1.65,47.15,10.5
1.65,47.05,10.1
1.65,46.95,10.9
1.65,46.85,11.5
1.65,46.75,9.9
1.65,46.65,7.9
1.65,46.55,8.9
1.65,46.45,8.9
1.65,46.35,9
1.65,46.25,8.6
1.65,46.15,7
1.65,46.05,6.2
1.65,45.95,6.9
1.65,45.85,8.7
1.65,45.75,8.8
1.65,45.65,7.3
1.65,45.55,7.7
1.65,45.45,8.3
1.65,45.35,8.3
1.65,45.25,8
1.65,45.15,8.7
1.65,45.05,9.1
1.75,52.65,12.2
1.75,52.55,10.4
1.75,52.45,9.9
1.75,52.35,9.1
1.75,50.95,13.6
1.75,50.85,12.7
1.75,50.75,11.9
1.75,50.65,12.3
1.75,50.55,14
1.75,50.45,13.1
1.75,50.35,14.1
1.75,50.25,13.6
1.75,50.15,12.9
1.75,50.05,12.7
1.75,49.95,12.3
1.75,49.85,10.5
1.75,49.75,10
1.75,49.65,9.9
1.75,49.55,11.1
1.75,49.45,10.4
1.75,49.35,11.1
1.75,49.25,11.6
1.75,49.15,11.6
1.75,49.05,11.8
1.75,48.95,11.2
1.75,48.85,10.7
1.75,48.75,11
1.75,48.65,10.8
1.75,48.55,12
1.75,48.45,12.3
1.75,48.35,12.5
1.75,48.25,9.8
1.75,48.15,7.6
1.75,48.05,10.3
1.75,47.95,11.5
1.75,47.85,10.9
1.75,47.75,11.4
1.75,47.65,12.4
1.75,47.55,11.9
1.75,47.45,11.4
1.75,47.35,11
1.75,47.25,10.7
1.75,47.15,10.5
1.75,47.05,11.5
1.75,46.95,12.4
1.75,46.85,12.7
1.75,46.75,10.6
1.75,46.65,9
1.75,46.55,8.1
1.75,46.45,9
1.75,46.35,9.1
1.75,46.25,8.4
1.75,46.15,6.8
1.75,46.05,6.1
1.75,45.95,6.5
1.75,45.85,8.4
1.75,45.75,8.7
1.75,45.65,7.4
1.75,45.55,6.7
1.75,45.45,7.7
1.75,45.35,8.1
1.75,45.25,9.4
1.75,45.15,8.3
1.75,45.05,9
1.85,50.95,12.8
1.85,50.85,13.9
1.85,50.75,12.3
1.85,50.65,11.2
1.85,50.55,13.9
1.85,50.45,13.6
1.85,50.35,14.5
1.85,50.25,12.5
1.85,50.15,13.5
1.85,50.05,13.6
1.85,49.95,12.7
1.85,49.85,11.2
1.85,49.75,10
1.85,49.65,10.2
1.85,49.55,10.4
1.85,49.45,10.4
1.85,49.35,10.5
1.85,49.25,11.4
1.85,49.15,10.7
1.85,49.05,11.3
1.85,48.95,11.4
1.85,48.85,11.3
1.85,48.75,10.9
1.85,48.65,10.8
1.85,48.55,12.1
1.85,48.45,12.7
1.85,48.35,11.6
1.85,48.25,10.6
1.85,48.15,10.6
1.85,48.05,10.6
1.85,47.95,12.6
1.85,47.85,10.8
1.85,47.75,10.7
1.85,47.65,11.7
1.85,47.55,10.8
1.85,47.45,11
1.85,47.35,10.9
1.85,47.25,10.6
1.85,47.15,10.6
1.85,47.05,11.8
1.85,46.95,12
1.85,46.85,12.8
1.85,46.75,10.9
1.85,46.65,9.4
1.85,46.55,8.1
1.85,46.45,9
1.85,46.35,9.1
1.85,46.25,8.8
1.85,46.15,8.1
1.85,46.05,6.3
1.85,45.95,7.5
1.85,45.85,7
1.85,45.75,7.2
1.85,45.65,7.6
1.85,45.55,7.6
1.85,45.45,8.4
1.85,45.35,8.9
1.85,45.25,9.3
1.85,45.15,8.2
1.85,45.05,8.5
1.95,50.95,14.3
1.95,50.85,13.1
1.95,50.75,12.7
1.95,50.65,11.1
1.95,50.55,12.1
1.95,50.45,14.9
1.95,50.35,14.8
1.95,50.25,14.7
1.95,50.15,14.8
1.95,50.05,13.3
1.95,49.95,13.8
1.95,49.85,12.5
1.95,49.75,11.1
1.95,49.65,11
1.95,49.55,10.4
1.95,49.45,10.7
1.95,49.35,10.8
1.95,49.25,11.2
1.95,49.15,11.5
1.95,49.05,12.1
1.95,48.95,13.7
1.95,48.85,13.1
1.95,48.75,11.1
1.95,48.65,10.6
1.95,48.55,12.1
1.95,48.45,13.4
1.95,48.35,13.1
1.95,48.25,10.6
1.95,48.15,10.9
1.95,48.05,10.9
1.95,47.95,12.5
1.95,47.85,11.2
1.95,47.75,10.7
1.95,47.65,11.3
1.95,47.55,10.8
1.95,47.45,10.8
1.95,47.35,10.1
1.95,47.25,10.4
1.95,47.15,9.8
1.95,47.05,11.6
1.95,46.95,13.1
1.95,46.85,11.5
1.95,46.75,10.4
1.95,46.65,8.2
1.95,46.55,8.9
1.95,46.45,9.6
1.95,46.35,8.5
1.95,46.25,8.8
1.95,46.15,8.1
1.95,46.05,8.8
1.95,45.95,8.7
1.95,45.85,8.1
1.95,45.75,7.8
1.95,45.65,8.7
1.95,45.55,9.8
1.95,45.45,8.7
1.95,45.35,8.1
1.95,45.25,8.6
1.95,45.15,8.1
1.95,45.05,9.2
2.05,51.05,11.1
2.05,50.95,14
2.05,50.85,13.2
2.05,50.75,12.7
2.05,50.65,10.4
2.05,50.55,11.9
2.05,50.45,13.5
2.05,50.35,13.7
2.05,50.25,15.7
2.05,50.15,14.5
2.05,50.05,13.7
2.05,49.95,14.4
2.05,49.85,12.5
2.05,49.75,11.8
2.05,49.65,12.9
2.05,49.55,12
2.05,49.45,13.3
2.05,49.35,11.2
2.05,49.25,10.7
2.05,49.15,11.9
2.05,49.05,13
2.05,48.95,14.9
2.05,48.85,14.4
2.05,48.75,12.7
2.05,48.65,12.1
2.05,48.55,12
2.05,48.45,13.5
2.05,48.35,13
2.05,48.25,11
2.05,48.15,11.2
2.05,48.05,12.7
2.05,47.95,12.1
2.05,47.85,11.1
2.05,47.75,11.2
2.05,47.65,11.6
2.05,47.55,11.1
2.05,47.45,12.3
2.05,47.35,10.8
2.05,47.25,10.6
2.05,47.15,9.2
2.05,47.05,10.9
2.05,46.95,13.3
2.05,46.85,10.8
2.05,46.75,9.8
2.05,46.65,9.7
2.05,46.55,9.1
2.05,46.45,8.7
2.05,46.35,10.3
2.05,46.25,9.1
2.05,46.15,8.3
2.05,46.05,9.2
2.05,45.95,7.5
2.05,45.85,7.2
2.05,45.75,7.5
2.05,45.65,9.4
2.05,45.55,11.5
2.05,45.45,8.4
2.05,45.35,9.4
2.05,45.25,8.4
2.05,45.15,8.9
2.05,45.05,8.1
2.15,51.05,10.9
2.15,50.95,15.4
2.15,50.85,14.5
2.15,50.75,13.1
2.15,50.65,11.9
2.15,50.55,13.3
2.15,50.45,14.1
2.15,50.35,13.3
2.15,50.25,12.4
2.15,50.15,12.5
2.15,50.05,15.1
2.15,49.95,14.1
2.15,49.85,12.2
2.15,49.75,12.1
2.15,49.65,12
2.15,49.55,13.3
2.15,49.45,12.6
2.15,49.35,13.7
2.15,49.25,11.3
2.15,49.15,11.8
2.15,49.05,15.1
2.15,48.95,19
2.15,48.85,16.9
2.15,48.75,13.7
2.15,48.65,12.9
2.15,48.55,12.1
2.15,48.45,12.5
2.15,48.35,12
2.15,48.25,11.6
2.15,48.15,12.4
2.15,48.05,11.7
2.15,47.95,11.6
2.15,47.85,11.1
2.15,47.75,12.3
2.15,47.65,11.3
2.15,47.55,11.5
2.15,47.45,10.9
2.15,47.35,10.8
2.15,47.25,10.3
2.15,47.15,10.1
2.15,47.05,11.1
2.15,46.95,12
2.15,46.85,11.2
2.15,46.75,9.9
2.15,46.65,9.5
2.15,46.55,9.6
2.15,46.45,9.4
2.15,46.35,9.8
2.15,46.25,8.9
2.15,46.15,7.9
2.15,46.05,8.1
2.15,45.95,6.7
2.15,45.85,6.7
2.15,45.75,6.7
2.15,45.65,8.7
2.15,45.55,10.4
2.15,45.45,8.8
2.15,45.35,8.8
2.15,45.25,7.9
2.15,45.15,9.1
2.15,45.05,8.5
2.25,51.05,13.3
2.25,50.95,14.1
2.25,50.85,14.8
2.25,50.75,14.2
2.25,50.65,14.4
2.25,50.55,13.9
2.25,50.45,13.6
2.25,50.35,12.1
2.25,50.25,12.4
2.25,50.15,13.6
2.25,50.05,13.7
2.25,49.95,14.2
2.25,49.85,13.4
2.25,49.75,12.8
2.25,49.65,12
2.25,49.55,11.9
2.25,49.45,13.2
2.25,49.35,13.6
2.25,49.25,12.5
2.25,49.15,11.6
2.25,49.05,13.6
2.25,48.95,15.8
2.25,48.85,14.4
2.25,48.75,17.4
2.25,48.65,14.7
2.25,48.55,13.7
2.25,48.45,12.5
2.25,48.35,11.5
2.25,48.25,11.5
2.25,48.15,12
2.25,48.05,11.7
2.25,47.95,11.5
2.25,47.85,10.3
2.25,47.75,10.7
2.25,47.65,10.9
2.25,47.55,11.1
2.25,47.45,10.9
2.25,47.35,10.1
2.25,47.25,10
2.25,47.15,9.4
2.25,47.05,10.8
2.25,46.95,11.5
2.25,46.85,11
2.25,46.75,9.8
2.25,46.65,8.9
2.25,46.55,9
2.25,46.45,8.8
2.25,46.35,8.6
2.25,46.25,6.9
2.25,46.15,6.6
2.25,46.05,8.1
2.25,45.95,6.2
2.25,45.85,7.5
2.25,45.75,7.8
2.25,45.65,6.2
2.25,45.55,6.6
2.25,45.45,6.9
2.25,45.35,8.9
2.25,45.25,7.7
2.25,45.15,8.5
2.25,45.05,8.6
2.35,51.05,14
2.35,50.95,14
2.35,50.85,14.2
2.35,50.75,13.6
2.35,50.65,13.3
2.35,50.55,13.7
2.35,50.45,14.3
2.35,50.35,12.2
2.35,50.25,11.6
2.35,50.15,12.1
2.35,50.05,12.2
2.35,49.95,13.7
2.35,49.85,14.3
2.35,49.75,13
2.35,49.65,12.3
2.35,49.55,11.3
2.35,49.45,11.4
2.35,49.35,14.5
2.35,49.25,13.7
2.35,49.15,13.5
2.35,49.05,17.3
2.35,48.95,13.3
2.35,48.85,13.2
2.35,48.75,12.2
2.35,48.65,15.1
2.35,48.55,13.8
2.35,48.45,11.7
2.35,48.35,11.8
2.35,48.25,11.3
2.35,48.15,13
2.35,48.05,11.4
2.35,47.95,10.1
2.35,47.85,9.9
2.35,47.75,11.4
2.35,47.65,11.3
2.35,47.55,10.3
2.35,47.45,10.4
2.35,47.35,9.9
2.35,47.25,10.1
2.35,47.15,9.5
2.35,47.05,11.2
2.35,46.95,11.3
2.35,46.85,10.3
2.35,46.75,9.6
2.35,46.65,9.1
2.35,46.55,8.7
2.35,46.45,8.3
2.35,46.35,8.5
2.35,46.25,7.6
2.35,46.15,9.2
2.35,46.05,7.7
2.35,45.95,6
2.35,45.85,8.3
2.35,45.75,7.7
2.35,45.65,8.8
2.35,45.55,7.9
2.35,45.45,7.3
2.35,45.35,6.7
2.35,45.25,6.9
2.35,45.15,8.3
2.35,45.05,8
2.45,51.05,15.1
2.45,50.95,14.7
2.45,50.85,15.7
2.45,50.75,15.5
2.45,50.65,13
2.45,50.55,14.6
2.45,50.45,12.7
2.45,50.35,12.9
2.45,50.25,11.3
2.45,50.15,11.6
2.45,50.05,13.1
2.45,49.95,15.9
2.45,49.85,15.6
2.45,49.75,13.4
2.45,49.65,13.7
2.45,49.55,9.2
2.45,49.45,11.3
2.45,49.35,13.3
2.45,49.25,13.7
2.45,49.15,13.6
2.45,49.05,15.3
2.45,48.95,13.8
2.45,48.85,13
2.45,48.75,14.3
2.45,48.65,16.2
2.45,48.55,13.8
2.45,48.45,13
2.45,48.35,11.9
2.45,48.25,11.6
2.45,48.15,14.3
2.45,48.05,13.2
2.45,47.95,12.1
2.45,47.85,11.4
2.45,47.75,11.6
2.45,47.65,10.6
2.45,47.55,9.9
2.45,47.45,9.9
2.45,47.35,8.9
2.45,47.25,9
2.45,47.15,9.1
2.45,47.05,11.5
2.45,46.95,11.3
2.45,46.85,9.6
2.45,46.75,9.7
2.45,46.65,8.4
2.45,46.55,9.4
2.45,46.45,8
2.45,46.35,8.4
2.45,46.25,8.6
2.45,46.15,8.4
2.45,46.05,9.7
2.45,45.95,8.5
2.45,45.85,9.7
2.45,45.75,9
2.45,45.65,6.8
2.45,45.55,5.6
2.45,45.45,7.3
2.45,45.35,8.6
2.45,45.25,7.6
2.45,45.15,8.8
2.45,45.05,7.9
2.55,51.05,15.7
2.55,50.95,15.6
2.55,50.85,16.6
2.55,50.75,15.7
2.55,50.65,14.6
2.55,50.55,14.1
2.55,50.45,12.8
2.55,50.35,13.4
2.55,50.25,12.4
2.55,50.15,11.6
2.55,50.05,14
2.55,49.95,10.3
2.55,49.85,11
2.55,49.75,14.4
2.55,49.65,14.1
2.55,49.55,13.3
2.55,49.45,11.7
2.55,49.35,12.9
2.55,49.25,13.5
2.55,49.15,13.9
2.55,49.05,13.5
2.55,48.95,12.4
2.55,48.85,12.5
2.55,48.75,13.9
2.55,48.65,13.5
2.55,48.55,13.6
2.55,48.45,12.4
2.55,48.35,13.3
2.55,48.25,11.6
2.55,48.15,13.4
2.55,48.05,11.8
2.55,47.95,11.5
2.55,47.85,11.7
2.55,47.75,12.4
2.55,47.65,9.7
2.55,47.55,9.5
2.55,47.45,9.6
2.55,47.35,8.3
2.55,47.25,9.1
2.55,47.15,9
2.55,47.05,11.4
2.55,46.95,11
2.55,46.85,9.1
2.55,46.75,8.5
2.55,46.65,8.5
2.55,46.55,8.2
2.55,46.45,8
2.55,46.35,8.5
2.55,46.25,8.6
2.55,46.15,10
2.55,46.05,9.1
2.55,45.95,9
2.55,45.85,7.5
2.55,45.75,5.4
2.55,45.65,5.2
2.55,45.55,5.7
2.55,45.45,8.5
2.55,45.35,10.4
2.55,45.25,9.9
2.55,45.15,9.4
2.55,45.05,6.8
2.65,51.15,12.5
2.65,51.05,16.9
2.65,50.95,15.9
2.65,50.85,16.7
2.65,50.75,15.1
2.65,50.65,16.1
2.65,50.55,16.1
2.65,50.45,15.1
2.65,50.35,14.9
2.65,50.25,10.6
2.65,50.15,8.7
2.65,50.05,9.6
2.65,49.95,10.9
2.65,49.85,10.5
2.65,49.75,10.1
2.65,49.65,14.2
2.65,49.55,15.4
2.65,49.45,14.8
2.65,49.35,14.2
2.65,49.25,12.8
2.65,49.15,14.3
2.65,49.05,13.5
2.65,48.95,14.3
2.65,48.85,14.3
2.65,48.75,13
2.65,48.65,12.1
2.65,48.55,13
2.65,48.45,12.2
2.65,48.35,12.7
2.65,48.25,11.9
2.65,48.15,11.8
2.65,48.05,12.2
2.65,47.95,12.5
2.65,47.85,11.1
2.65,47.75,12
2.65,47.65,10.2
2.65,47.55,11.1
2.65,47.45,9.1
2.65,47.35,9
2.65,47.25,9.2
2.65,47.15,8
2.65,47.05,10
2.65,46.95,10
2.65,46.85,8
2.65,46.75,7.9
2.65,46.65,8.9
2.65,46.55,8.6
2.65,46.45,8.5
2.65,46.35,8.1
2.65,46.25,7.6
2.65,46.15,6.7
2.65,46.05,8.2
2.65,45.95,7.2
2.65,45.85,6.8
2.65,45.75,5.5
2.65,45.65,6.6
2.65,45.55,5.2
2.65,45.45,6.6
2.65,45.35,9.1
2.65,45.25,11.4
2.65,45.15,8.1
2.65,45.05,5.4
2.75,51.15,17.5
2.75,51.05,14.8
2.75,50.95,15.6
2.75,50.85,16.1
2.75,50.75,16.7
2.75,50.65,16.1
2.75,50.55,16.5
2.75,50.45,11
2.75,50.35,11.3
2.75,50.25,11.1
2.75,50.15,14.5
2.75,50.05,14.5
2.75,49.95,9.5
2.75,49.85,9.9
2.75,49.75,9.3
2.75,49.65,14
2.75,49.55,14
2.75,49.45,14.7
2.75,49.35,13.9
2.75,49.25,12.6
2.75,49.15,12.8
2.75,49.05,12.3
2.75,48.95,13.6
2.75,48.85,13.5
2.75,48.75,12.1
2.75,48.65,11.6
2.75,48.55,12.4
2.75,48.45,12.3
2.75,48.35,12.6
2.75,48.25,12.9
2.75,48.15,12.5
2.75,48.05,11.8
2.75,47.95,11.8
2.75,47.85,11.4
2.75,47.75,10.8
2.75,47.65,11.1
2.75,47.55,10.7
2.75,47.45,9
2.75,47.35,9.4
2.75,47.25,8.9
2.75,47.15,9.3
2.75,47.05,8.6
2.75,46.95,8.2
2.75,46.85,7.3
2.75,46.75,7.9
2.75,46.65,8.1
2.75,46.55,8.4
2.75,46.45,8.9
2.75,46.35,8.5
2.75,46.25,8.3
2.75,46.15,7.3
2.75,46.05,7.3
2.75,45.95,7.1
2.75,45.85,7
2.75,45.75,7.5
2.75,45.65,5.8
2.75,45.55,5.8
2.75,45.45,6.1
