X,Y,PM25
-1.85,53.25,9
-1.85,53.15,8
-1.85,53.05,8.5
-1.85,52.95,9.2
-1.85,52.85,8.6
-1.85,52.75,9.5
-1.85,52.65,9.6
-1.85,52.55,9.9
-1.85,52.45,8.8
-1.85,52.35,9.4
-1.85,52.25,9.7
-1.85,52.15,9.6
-1.85,52.05,9.4
-1.85,51.95,9.5
-1.85,51.85,9.5
-1.85,51.75,9.5
-1.85,51.65,10.2
-1.85,51.55,11
-1.85,51.45,12.1
-1.85,51.35,10.3
-1.85,51.25,9.8
-1.85,51.15,10
-1.85,51.05,10.5
-1.85,50.95,8.7
-1.85,50.85,11.1
-1.85,50.75,13.8
-1.85,49.75,6.3
-1.85,49.65,7.9
-1.85,49.55,7.7
-1.85,49.45,7.7
-1.85,48.85,6.4
-1.85,48.65,10.7
-1.85,48.55,9.8
-1.85,48.45,8.1
-1.85,48.35,7.9
-1.85,48.25,8.6
-1.85,48.15,8.1
-1.85,48.05,8
-1.85,47.95,8.5
-1.85,47.85,9.3
-1.85,47.75,9.2
-1.85,47.65,9.9
-1.85,47.55,7.6
-1.85,47.45,7.7
-1.85,47.35,8.1
-1.85,47.25,8.7
-1.85,47.15,8.6
-1.85,47.05,9.5
-1.85,46.95,9.9
-1.85,46.85,10.2
-1.85,46.75,9.6
-1.85,46.65,9.7
-1.85,46.55,9.5
-1.75,60.35,3.8
-1.75,57.55,4.8
-1.75,57.45,3.9
-1.75,55.65,8.9
-1.75,55.55,7.2
-1.75,55.45,8.1
-1.75,55.35,5.1
-1.75,55.25,5.4
-1.75,55.15,7.8
-1.75,55.05,7.3
-1.75,54.95,6.5
-1.75,54.85,6.8
-1.75,54.75,7.4
-1.75,54.65,7.7
-1.75,54.55,10.9
-1.75,54.45,8.4
-1.75,54.35,7.8
-1.75,54.25,8
-1.75,54.15,8
-1.75,54.05,6.5
-1.75,53.95,6.2
-1.75,53.85,7
-1.75,53.75,9.8
-1.75,53.65,11.5
-1.75,53.55,9.3
-1.75,53.45,8.9
-1.75,53.35,8.8
-1.75,53.25,7.7
-1.75,53.15,7.8
-1.75,53.05,9.8
-1.75,52.95,12.3
-1.75,52.85,12.2
-1.75,52.75,11.2
-1.75,52.65,10.2
-1.75,52.55,10.2
-1.75,52.45,8.9
-1.75,52.35,9.4
-1.75,52.25,8.6
-1.75,52.15,9.1
-1.75,52.05,8.9
-1.75,51.95,9.1
-1.75,51.85,9.5
-1.75,51.75,9.8
-1.75,51.65,10.2
-1.75,51.55,10.3
-1.75,51.45,11
-1.75,51.35,10
-1.75,51.25,9
-1.75,51.15,9.1
-1.75,51.05,9.3
-1.75,50.95,9.4
-1.75,50.85,9.4
-1.75,50.75,12.8
-1.75,49.65,9.4
-1.75,49.55,7.3
-1.75,49.45,8
-1.75,49.35,7.3
-1.75,48.65,6.7
-1.75,48.55,8.5
-1.75,48.45,8
-1.75,48.35,7.8
-1.75,48.25,9.2
-1.75,48.15,9.1
-1.75,48.05,10.5
-1.75,47.95,9.6
-1.75,47.85,8.9
-1.75,47.75,9.1
-1.75,47.65,8.9
-1.75,47.55,7.4
-1.75,47.45,7.7
-1.75,47.35,9.1
-1.75,47.25,9.1
-1.75,47.15,8.8
-1.75,47.05,8.9
-1.75,46.95,9.3
-1.75,46.85,9.3
-1.75,46.75,9.2
-1.75,46.65,9.5
-1.75,46.55,9.7
-1.75,46.45,6.5
-1.65,60.45,1.6
-1.65,60.35,2
-1.65,60.25,3.3
-1.65,59.55,7.6
-1.65,55.55,5.5
-1.65,55.45,8.3
-1.65,55.35,6.8
-1.65,55.25,7.7
-1.65,55.15,8.9
-1.65,55.05,7.1
-1.65,54.95,6.8
-1.65,54.85,7.2
-1.65,54.75,6.5
-1.65,54.65,8
-1.65,54.55,9
-1.65,54.45,7.7
-1.65,54.35,8.5
-1.65,54.25,9.3
-1.65,54.15,8.3
-1.65,54.05,9.3
-1.65,53.95,8.7
-1.65,53.85,10.8
-1.65,53.75,10.9
-1.65,53.65,11.7
-1.65,53.55,11.3
-1.65,53.45,9.2
-1.65,53.35,10.7
-1.65,53.25,8.8
-1.65,53.15,8.1
-1.65,53.05,8.9
-1.65,52.95,11
-1.65,52.85,11.5
-1.65,52.75,11.8
-1.65,52.65,10.6
-1.65,52.55,9.8
-1.65,52.45,8.1
-1.65,52.35,7.8
-1.65,52.25,9.5
-1.65,52.15,8.9
-1.65,52.05,7.5
-1.65,51.95,8.7
-1.65,51.85,8.1
-1.65,51.75,8.6
-1.65,51.65,10.3
-1.65,51.55,10.5
-1.65,51.45,11
-1.65,51.35,9.7
-1.65,51.25,8.5
-1.65,51.15,8.4
-1.65,51.05,8.6
-1.65,50.95,9.5
-1.65,50.85,11.9
-1.65,50.75,12.6
-1.65,49.65,8.9
-1.65,49.55,8.1
-1.65,49.45,7.6
-1.65,49.35,7.4
-1.65,49.25,9.4
-1.65,48.65,6.6
-1.65,48.55,8.5
-1.65,48.45,7.3
-1.65,48.35,9.7
-1.65,48.25,9.7
-1.65,48.15,8.9
-1.65,48.05,9
-1.65,47.95,9.8
-1.65,47.85,9
-1.65,47.75,8.5
-1.65,47.65,8.1
-1.65,47.55,7.9
-1.65,47.45,8.8
-1.65,47.35,9.2
-1.65,47.25,9.8
-1.65,47.15,9.2
-1.65,47.05,8.6
-1.65,46.95,9.3
-1.65,46.85,7.7
-1.65,46.75,7.5
-1.65,46.65,8.3
-1.65,46.55,8.3
-1.65,46.45,10.4
-1.55,60.55,3
-1.55,60.45,3.4
-1.55,60.35,4
-1.55,60.25,4.8
-1.55,60.15,2
-1.55,55.45,8.6
-1.55,55.35,8.5
-1.55,55.25,8.8
-1.55,55.15,7.6
-1.55,55.05,6.7
-1.55,54.95,8.7
-1.55,54.85,7
-1.55,54.75,6.7
-1.55,54.65,6.6
-1.55,54.55,8.7
-1.55,54.45,9.6
-1.55,54.35,9.1
-1.55,54.25,8.7
-1.55,54.15,8.5
-1.55,54.05,11.3
-1.55,53.95,10.8
-1.55,53.85,10.1
-1.55,53.75,10.7
-1.55,53.65,11.7
-1.55,53.55,10.7
-1.55,53.45,9.9
-1.55,53.35,11.9
-1.55,53.25,10.7
-1.55,53.15,8.9
-1.55,53.05,8.6
-1.55,52.95,10.5
-1.55,52.85,12.1
-1.55,52.75,11.3
-1.55,52.65,9.9
-1.55,52.55,8.9
-1.55,52.45,7.7
-1.55,52.35,8.6
-1.55,52.25,9.1
-1.55,52.15,8.9
-1.55,52.05,9
-1.55,51.95,8.2
-1.55,51.85,8.9
-1.55,51.75,9.2
-1.55,51.65,10.2
-1.55,51.55,9.6
-1.55,51.45,10.8
-1.55,51.35,10.1
-1.55,51.25,9.2
-1.55,51.15,8.9
-1.55,51.05,8.4
-1.55,50.95,9
-1.55,50.85,11.6
-1.55,50.75,13.4
-1.55,50.65,9.1
-1.55,49.65,8.4
-1.55,49.55,8.1
-1.55,49.45,7.9
-1.55,49.35,7.3
-1.55,49.25,9.6
-1.55,49.15,9.5
-1.55,49.05,9
-1.55,48.95,9.3
-1.55,48.85,9.5
-1.55,48.75,10
-1.55,48.65,9.1
-1.55,48.55,8.4
-1.55,48.45,10.1
-1.55,48.35,9.6
-1.55,48.25,9.8
-1.55,48.15,8.2
-1.55,48.05,8.8
-1.55,47.95,9.2
-1.55,47.85,8.7
-1.55,47.75,8.8
-1.55,47.65,8.5
-1.55,47.55,8.3
-1.55,47.45,8.8
-1.55,47.35,9
-1.55,47.25,9.4
-1.55,47.15,8.9
-1.55,47.05,8.4
-1.55,46.95,8.6
-1.55,46.85,7.8
-1.55,46.75,7.8
-1.55,46.65,8.6
-1.55,46.55,9.2
-1.55,46.45,9.7
-1.55,46.25,7.8
-1.45,60.65,1
-1.45,60.55,2.9
-1.45,60.45,4.8
-1.45,60.35,2.7
-1.45,60.25,3.6
-1.45,60.15,5.1
-1.45,55.15,9.6
-1.45,55.05,9.8
-1.45,54.95,8.8
-1.45,54.85,8.6
-1.45,54.75,7.8
-1.45,54.65,5.8
-1.45,54.55,6.7
-1.45,54.45,7.7
-1.45,54.35,7.5
-1.45,54.25,8.4
-1.45,54.15,8.9
-1.45,54.05,11.4
-1.45,53.95,11.2
-1.45,53.85,9.9
-1.45,53.75,10.7
-1.45,53.65,10.2
-1.45,53.55,9.7
-1.45,53.45,10.2
-1.45,53.35,9.9
-1.45,53.25,9.6
-1.45,53.15,9
-1.45,53.05,9.1
-1.45,52.95,10.8
-1.45,52.85,12.2
-1.45,52.75,10.6
-1.45,52.65,9.8
-1.45,52.55,8.7
-1.45,52.45,7.9
-1.45,52.35,7.6
-1.45,52.25,8.5
-1.45,52.15,8.9
-1.45,52.05,7.9
-1.45,51.95,8.8
-1.45,51.85,8.9
-1.45,51.75,9.8
-1.45,51.65,9.5
-1.45,51.55,9.4
-1.45,51.45,10.7
-1.45,51.35,9.2
-1.45,51.25,8.5
-1.45,51.15,8.7
-1.45,51.05,8.9
-1.45,50.95,10.2
-1.45,50.85,10.6
-1.45,50.75,13
-1.45,50.65,14.3
-1.45,49.65,7
-1.45,49.55,7.8
-1.45,49.45,9.5
-1.45,49.35,9.1
-1.45,49.25,10.6
-1.45,49.15,7.7
-1.45,49.05,9.2
-1.45,48.95,8.6
-1.45,48.85,11.6
-1.45,48.75,10.2
-1.45,48.65,9
-1.45,48.55,8.3
-1.45,48.45,8.4
-1.45,48.35,10
-1.45,48.25,9.5
-1.45,48.15,9.2
-1.45,48.05,9.4
-1.45,47.95,9.5
-1.45,47.85,8.6
-1.45,47.75,8.7
-1.45,47.65,8.8
-1.45,47.55,8.2
-1.45,47.45,8.8
-1.45,47.35,9
-1.45,47.25,8.9
-1.45,47.15,8.8
-1.45,47.05,8.5
-1.45,46.95,8.5
-1.45,46.85,7.4
-1.45,46.75,8.2
-1.45,46.65,7.7
-1.45,46.55,8.9
-1.45,46.45,8.9
-1.45,46.35,7.2
-1.45,46.25,5.9
-1.45,46.15,6.1
-1.35,60.65,1.2
-1.35,60.55,3.1
-1.35,60.45,3.9
-1.35,60.35,2.3
-1.35,60.25,2.7
-1.35,60.15,5
-1.35,60.05,2.2
-1.35,59.95,1.9
-1.35,59.85,1.8
-1.35,54.95,8.3
-1.35,54.85,8.5
-1.35,54.75,9
-1.35,54.65,5.7
-1.35,54.55,6.5
-1.35,54.45,7.2
-1.35,54.35,7
-1.35,54.25,7.9
-1.35,54.15,10.5
-1.35,54.05,11.9
-1.35,53.95,11.3
-1.35,53.85,9.2
-1.35,53.75,9.8
-1.35,53.65,9.4
-1.35,53.55,9.8
-1.35,53.45,10.1
-1.35,53.35,9.9
-1.35,53.25,9.1
-1.35,53.15,9.1
-1.35,53.05,10.2
-1.35,52.95,10.1
-1.35,52.85,10.4
-1.35,52.75,9
-1.35,52.65,9.9
-1.35,52.55,9.6
-1.35,52.45,9
-1.35,52.35,7.4
-1.35,52.25,7.9
-1.35,52.15,7.9
-1.35,52.05,7.6
-1.35,51.95,9.5
-1.35,51.85,10.1
-1.35,51.75,10.4
-1.35,51.65,9.5
-1.35,51.55,9.4
-1.35,51.45,8.9
-1.35,51.35,7.8
-1.35,51.25,8.1
-1.35,51.15,8.6
-1.35,51.05,9.9
-1.35,50.95,9.9
-1.35,50.85,9.4
-1.35,50.75,10.2
-1.35,50.65,13.8
-1.35,49.65,7.7
-1.35,49.55,7
-1.35,49.45,9.7
-1.35,49.35,9
-1.35,49.25,8.9
-1.35,49.15,8.6
-1.35,49.05,8.6
-1.35,48.95,8.2
-1.35,48.85,8.5
-1.35,48.75,8.3
-1.35,48.65,9.1
-1.35,48.55,9.3
-1.35,48.45,9.1
-1.35,48.35,9.6
-1.35,48.25,9.2
-1.35,48.15,7.9
-1.35,48.05,9
-1.35,47.95,8.9
-1.35,47.85,8.5
-1.35,47.75,8.6
-1.35,47.65,8.7
-1.35,47.55,7.9
-1.35,47.45,8.2
-1.35,47.35,8.7
-1.35,47.25,8.3
-1.35,47.15,8.2
-1.35,47.05,8.9
-1.35,46.95,8.9
-1.35,46.85,8.7
-1.35,46.75,8.2
-1.35,46.65,8.2
-1.35,46.55,8.5
-1.35,46.45,9
-1.35,46.35,7.8
-1.35,46.15,7.9
-1.35,46.05,5.3
-1.35,45.95,9.6
-1.25,60.45,3
-1.25,60.35,2.3
-1.25,60.25,3.3
-1.25,60.15,4.3
-1.25,60.05,1.9
-1.25,59.95,1.7
-1.25,59.85,6.3
-1.25,54.75,7.8
-1.25,54.65,7.8
-1.25,54.55,6.7
-1.25,54.45,7.1
-1.25,54.35,6.4
-1.25,54.25,8.2
-1.25,54.15,9.4
-1.25,54.05,9.7
-1.25,53.95,10.4
-1.25,53.85,9.1
-1.25,53.75,9
-1.25,53.65,10.5
-1.25,53.55,9.6
-1.25,53.45,10
-1.25,53.35,8.7
-1.25,53.25,8.3
-1.25,53.15,8.9
-1.25,53.05,9.4
-1.25,52.95,10.7
-1.25,52.85,9.9
-1.25,52.75,8.5
-1.25,52.65,9.3
-1.25,52.55,9.5
-1.25,52.45,8.8
-1.25,52.35,8
-1.25,52.25,8.1
-1.25,52.15,8
-1.25,52.05,7.9
-1.25,51.95,10
-1.25,51.85,10.7
-1.25,51.75,10.7
-1.25,51.65,10
-1.25,51.55,9.6
-1.25,51.45,8.6
-1.25,51.35,8.8
-1.25,51.25,8.1
-1.25,51.15,9.8
-1.25,51.05,10.6
-1.25,50.95,10.5
-1.25,50.85,10.4
-1.25,50.75,12.3
-1.25,50.65,13.7
-1.25,50.55,9.8
-1.25,49.65,7.3
-1.25,49.55,8.4
-1.25,49.45,13.5
-1.25,49.35,10
-1.25,49.25,8.6
-1.25,49.15,8.7
-1.25,49.05,8.8
-1.25,48.95,8.3
-1.25,48.85,7.3
-1.25,48.75,8
-1.25,48.65,8.4
-1.25,48.55,9.6
-1.25,48.45,9.6
-1.25,48.35,8.3
-1.25,48.25,7.8
-1.25,48.15,8.3
-1.25,48.05,8.9
-1.25,47.95,8.8
-1.25,47.85,8.6
-1.25,47.75,8.3
-1.25,47.65,7.9
-1.25,47.55,7.9
-1.25,47.45,8.3
-1.25,47.35,8.4
-1.25,47.25,8.1
-1.25,47.15,7.9
-1.25,47.05,9
-1.25,46.95,8.1
-1.25,46.85,7.7
-1.25,46.75,8.1
-1.25,46.65,8.6
-1.25,46.55,9
-1.25,46.45,9.8
-1.25,46.35,9.2
-1.25,46.25,9
-1.25,46.15,6.6
-1.25,45.95,9.9
-1.25,45.85,11
-1.25,45.75,9
-1.25,45.65,6.9
-1.15,60.75,1.6
-1.15,60.65,2.2
-1.15,60.55,1.8
-1.15,60.45,1.1
-1.15,60.35,2.1
-1.15,60.25,2.5
-1.15,60.15,2.8
-1.15,60.05,2
-1.15,59.95,5.5
-1.15,54.65,7.5
-1.15,54.55,4.8
-1.15,54.45,5.3
-1.15,54.35,5.9
-1.15,54.25,7.6
-1.15,54.15,8.5
-1.15,54.05,9
-1.15,53.95,11.1
-1.15,53.85,10.2
-1.15,53.75,9.6
-1.15,53.65,10
-1.15,53.55,8.8
-1.15,53.45,8.8
-1.15,53.35,8.6
-1.15,53.25,8.5
-1.15,53.15,9.1
-1.15,53.05,9.4
-1.15,52.95,10.2
-1.15,52.85,9.5
-1.15,52.75,9.3
-1.15,52.65,9.5
-1.15,52.55,10.2
-1.15,52.45,10.5
-1.15,52.35,7.9
-1.15,52.25,7.6
-1.15,52.15,7.2
-1.15,52.05,8.7
-1.15,51.95,10.1
-1.15,51.85,10
-1.15,51.75,11.8
-1.15,51.65,11.9
-1.15,51.55,8.7
-1.15,51.45,8.1
-1.15,51.35,8.5
-1.15,51.25,8.8
-1.15,51.15,10.4
-1.15,51.05,10.9
-1.15,50.95,11.1
-1.15,50.85,9
-1.15,50.75,12.2
-1.15,50.65,13.1
-1.15,49.45,7.7
-1.15,49.35,11
-1.15,49.25,8.7
-1.15,49.15,8.1
-1.15,49.05,9.1
-1.15,48.95,7.8
-1.15,48.85,7.4
-1.15,48.75,7.6
-1.15,48.65,8.2
-1.15,48.55,9.3
-1.15,48.45,9
-1.15,48.35,8.6
-1.15,48.25,7.9
-1.15,48.15,7.5
-1.15,48.05,8.2
-1.15,47.95,8.3
-1.15,47.85,9
-1.15,47.75,8.7
-1.15,47.65,7.7
-1.15,47.55,8.3
-1.15,47.45,8.3
-1.15,47.35,8.5
-1.15,47.25,7.7
-1.15,47.15,8.2
-1.15,47.05,8.2
-1.15,46.95,7.6
-1.15,46.85,7.7
-1.15,46.75,8
-1.15,46.65,9
-1.15,46.55,9
-1.15,46.45,10.9
-1.15,46.35,10.5
-1.15,46.25,8.2
-1.15,46.15,7.1
-1.15,45.85,9.3
-1.15,45.75,10
-1.15,45.65,9
-1.15,45.55,6.2
-1.15,45.45,8
-1.15,45.35,9.3
-1.15,45.25,9.4
-1.15,45.15,9.1
-1.15,45.05,9.2
-1.05,60.75,1.7
-1.05,60.65,1.7
-1.05,60.55,0.7
-1.05,60.45,0.8
-1.05,60.35,1.1
-1.05,60.15,3.9
-1.05,54.65,5.1
-1.05,54.55,6.7
-1.05,54.45,5.7
-1.05,54.35,5.9
-1.05,54.25,6.5
-1.05,54.15,7.6
-1.05,54.05,8.9
-1.05,53.95,10.2
-1.05,53.85,9.3
-1.05,53.75,10.7
-1.05,53.65,10.3
-1.05,53.55,8.9
-1.05,53.45,9.4
-1.05,53.35,8.4
-1.05,53.25,9.2
-1.05,53.15,8.3
-1.05,53.05,8.5
-1.05,52.95,9
-1.05,52.85,9.8
-1.05,52.75,9.8
-1.05,52.65,11
-1.05,52.55,11
-1.05,52.45,11.1
-1.05,52.35,8.6
-1.05,52.25,6.8
-1.05,52.15,7.4
-1.05,52.05,8.6
-1.05,51.95,8.2
-1.05,51.85,10.9
-1.05,51.75,11.8
-1.05,51.65,9.5
-1.05,51.55,7.4
-1.05,51.45,9.3
-1.05,51.35,9
-1.05,51.25,8.8
-1.05,51.15,8.4
-1.05,51.05,10.1
-1.05,50.95,11.2
-1.05,50.85,9
-1.05,50.75,12.3
-1.05,50.65,8.5
-1.05,49.35,9.4
-1.05,49.25,8.9
-1.05,49.15,8.7
-1.05,49.05,9
-1.05,48.95,8.5
-1.05,48.85,7.9
-1.05,48.75,7.7
-1.05,48.65,8.3
-1.05,48.55,8.6
-1.05,48.45,7.9
-1.05,48.35,8.6
-1.05,48.25,7.4
-1.05,48.15,7.5
-1.05,48.05,7.8
-1.05,47.95,8.1
-1.05,47.85,8.9
-1.05,47.75,9
-1.05,47.65,8.7
-1.05,47.55,8.1
-1.05,47.45,9
-1.05,47.35,8.2
-1.05,47.25,8
-1.05,47.15,8.8
-1.05,47.05,8.4
-1.05,46.95,7.5
-1.05,46.85,7.8
-1.05,46.75,7.5
-1.05,46.65,8.4
-1.05,46.55,7.6
-1.05,46.45,9.3
-1.05,46.35,10.9
-1.05,46.25,9.3
-1.05,46.15,7.9
-1.05,46.05,8
-1.05,45.95,9.6
-1.05,45.85,10
-1.05,45.75,10.2
-1.05,45.65,9.4
-1.05,45.55,8.6
-1.05,45.45,8.4
-1.05,45.35,9
-1.05,45.25,8.9
-1.05,45.15,7.9
-1.05,45.05,9
-0.95,60.85,1.7
-0.95,60.75,4.6
-0.95,60.65,2.3
-0.95,60.55,1
-0.95,60.35,5.4
-0.95,54.55,6.5
-0.95,54.45,5.7
-0.95,54.35,4.9
-0.95,54.25,6.4
-0.95,54.15,7.7
-0.95,54.05,8.5
-0.95,53.95,9
-0.95,53.85,8.9
-0.95,53.75,10.1
-0.95,53.65,10.3
-0.95,53.55,8.7
-0.95,53.45,9.3
-0.95,53.35,10.1
-0.95,53.25,10
-0.95,53.15,9
-0.95,53.05,9.6
-0.95,52.95,9.4
-0.95,52.85,9.6
-0.95,52.75,9.5
-0.95,52.65,10.1
-0.95,52.55,9.9
-0.95,52.45,9.2
-0.95,52.35,8.1
-0.95,52.25,6.3
-0.95,52.15,7.1
-0.95,52.05,8.3
-0.95,51.95,8.8
-0.95,51.85,8.4
-0.95,51.75,9.6
-0.95,51.65,10.1
-0.95,51.55,8.8
-0.95,51.45,8.9
-0.95,51.35,9
-0.95,51.25,8.8
-0.95,51.15,8
-0.95,51.05,8.7
-0.95,50.95,10.9
-0.95,50.85,10.1
-0.95,50.75,8.7
-0.95,49.35,9.4
-0.95,49.25,9.7
-0.95,49.15,9.2
-0.95,49.05,9.2
-0.95,48.95,8.9
-0.95,48.85,7.6
-0.95,48.75,7.9
-0.95,48.65,8.3
-0.95,48.55,8.5
-0.95,48.45,7.6
-0.95,48.35,8.3
-0.95,48.25,7.6
-0.95,48.15,8.3
-0.95,48.05,7.8
-0.95,47.95,8.3
-0.95,47.85,9.2
-0.95,47.75,9.2
-0.95,47.65,9.3
-0.95,47.55,8.2
-0.95,47.45,8.8
-0.95,47.35,8.5
-0.95,47.25,7.9
-0.95,47.15,8.3
-0.95,47.05,7.9
-0.95,46.95,7
-0.95,46.85,6.3
-0.95,46.75,6
-0.95,46.65,6.2
-0.95,46.55,7.4
-0.95,46.45,9
-0.95,46.35,10.3
-0.95,46.25,9.5
-0.95,46.15,8
-0.95,46.05,8.7
-0.95,45.95,8.9
-0.95,45.85,9.4
-0.95,45.75,9.3
-0.95,45.65,9.3
-0.95,45.55,10
-0.95,45.45,8.9
-0.95,45.35,8.5
-0.95,45.25,8.5
-0.95,45.15,8
-0.95,45.05,8.9
-0.85,60.85,1.5
-0.85,60.75,2
-0.85,60.65,1.7
-0.85,60.55,1.3
-0.85,54.55,6.4
-0.85,54.45,4.4
-0.85,54.35,4.8
-0.85,54.25,6.7
-0.85,54.15,8.1
-0.85,54.05,9.5
-0.85,53.95,9.4
-0.85,53.85,9.2
-0.85,53.75,9.7
-0.85,53.65,9.6
-0.85,53.55,9.7
-0.85,53.45,10.4
-0.85,53.35,11
-0.85,53.25,10.1
-0.85,53.15,10.1
-0.85,53.05,10.6
-0.85,52.95,10.7
-0.85,52.85,9.1
-0.85,52.75,10.3
-0.85,52.65,10.1
-0.85,52.55,10
-0.85,52.45,8.9
-0.85,52.35,8
-0.85,52.25,6.5
-0.85,52.15,7.7
-0.85,52.05,9.4
-0.85,51.95,9.6
-0.85,51.85,9.3
-0.85,51.75,9.7
-0.85,51.65,9.3
-0.85,51.55,9.3
-0.85,51.45,9.9
-0.85,51.35,10.3
-0.85,51.25,8.8
-0.85,51.15,7.4
-0.85,51.05,8.1
-0.85,50.95,8.7
-0.85,50.85,8.7
-0.85,50.75,11.4
-0.85,49.35,8.5
-0.85,49.25,9.6
-0.85,49.15,9.7
-0.85,49.05,8.4
-0.85,48.95,8.5
-0.85,48.85,8
-0.85,48.75,7.8
-0.85,48.65,7.5
-0.85,48.55,8.4
-0.85,48.45,8.1
-0.85,48.35,7.6
-0.85,48.25,7.9
-0.85,48.15,7.7
-0.85,48.05,7.9
-0.85,47.95,8.3
-0.85,47.85,9
-0.85,47.75,9.2
-0.85,47.65,9.8
-0.85,47.55,9.2
-0.85,47.45,9.4
-0.85,47.35,8.5
-0.85,47.25,9.1
-0.85,47.15,8.8
-0.85,47.05,8
-0.85,46.95,7.9
-0.85,46.85,7
-0.85,46.75,6.5
-0.85,46.65,6.1
-0.85,46.55,7.2
-0.85,46.45,8.4
-0.85,46.35,9.9
-0.85,46.25,8.9
-0.85,46.15,8.4
-0.85,46.05,8.6
-0.85,45.95,9.4
-0.85,45.85,8.6
-0.85,45.75,9
-0.85,45.65,10
-0.85,45.55,9.4
-0.85,45.45,9.8
-0.85,45.35,8.2
-0.85,45.25,8.3
-0.85,45.15,8.8
-0.85,45.05,8.6
-0.75,60.85,1.6
-0.75,60.75,4.8
-0.75,60.65,8.6
-0.75,60.55,2.6
-0.75,54.55,6.7
-0.75,54.45,5.8
-0.75,54.35,4.7
-0.75,54.25,5.4
-0.75,54.15,7.4
-0.75,54.05,8.2
-0.75,53.95,8.9
-0.75,53.85,9.9
-0.75,53.75,9.5
-0.75,53.65,8.7
-0.75,53.55,10.5
-0.75,53.45,10.8
-0.75,53.35,10.2
-0.75,53.25,9.6
-0.75,53.15,10.3
-0.75,53.05,11.5
-0.75,52.95,11
-0.75,52.85,9
-0.75,52.75,10.1
-0.75,52.65,10
-0.75,52.55,10
-0.75,52.45,9.2
-0.75,52.35,8.4
-0.75,52.25,7.5
-0.75,52.15,8.3
-0.75,52.05,9.8
-0.75,51.95,10.1
-0.75,51.85,9.8
-0.75,51.75,10.1
-0.75,51.65,8.9
-0.75,51.55,9.7
-0.75,51.45,9.5
-0.75,51.35,9.7
-0.75,51.25,8.5
-0.75,51.15,7.3
-0.75,51.05,8
-0.75,50.95,7.6
-0.75,50.85,9.7
-0.75,50.75,10.5
-0.75,49.35,9
-0.75,49.25,8.5
-0.75,49.15,8.4
-0.75,49.05,8.5
-0.75,48.95,7.9
-0.75,48.85,7.7
-0.75,48.75,8.5
-0.75,48.65,8.4
-0.75,48.55,8.2
-0.75,48.45,7.6
-0.75,48.35,7.7
-0.75,48.25,7.3
-0.75,48.15,8.4
-0.75,48.05,8.2
-0.75,47.95,8.2
-0.75,47.85,9.3
-0.75,47.75,8.8
-0.75,47.65,9.4
-0.75,47.55,9.4
-0.75,47.45,9.7
-0.75,47.35,8.9
-0.75,47.25,9.6
-0.75,47.15,8.6
-0.75,47.05,8.3
-0.75,46.95,7.9
-0.75,46.85,7.6
-0.75,46.75,7.1
-0.75,46.65,6.2
-0.75,46.55,7.2
-0.75,46.45,7.6
-0.75,46.35,9
-0.75,46.25,9.4
-0.75,46.15,9.1
-0.75,46.05,8.4
-0.75,45.95,9.4
-0.75,45.85,8.3
-0.75,45.75,9.1
-0.75,45.65,10.1
-0.75,45.55,9.5
-0.75,45.45,9.2
-0.75,45.35,9.6
-0.75,45.25,9.7
-0.75,45.15,9.6
-0.75,45.05,8.6
-0.65,54.55,5.6
-0.65,54.45,4.1
-0.65,54.35,5.5
-0.65,54.25,6.1
-0.65,54.15,8
-0.65,54.05,8.5
-0.65,53.95,9.4
-0.65,53.85,9.2
-0.65,53.75,9.7
-0.65,53.65,8.8
-0.65,53.55,10.4
-0.65,53.45,10.7
-0.65,53.35,10.4
-0.65,53.25,10.5
-0.65,53.15,11.5
-0.65,53.05,12.1
-0.65,52.95,10.6
-0.65,52.85,9.1
-0.65,52.75,10.1
-0.65,52.65,9.8
-0.65,52.55,8
-0.65,52.45,8.9
-0.65,52.35,9.6
-0.65,52.25,8.2
-0.65,52.15,8.6
-0.65,52.05,8.9
-0.65,51.95,8.5
-0.65,51.85,9.7
-0.65,51.75,8.9
-0.65,51.65,8.8
-0.65,51.55,9.2
-0.65,51.45,9.3
-0.65,51.35,9.2
-0.65,51.25,8.1
-0.65,51.15,7.8
-0.65,51.05,8.5
-0.65,50.95,9.3
-0.65,50.85,8.8
-0.65,50.75,7.9
-0.65,49.35,7.5
-0.65,49.25,9
-0.65,49.15,8.5
-0.65,49.05,8.9
-0.65,48.95,8.6
-0.65,48.85,8.9
-0.65,48.75,8.9
-0.65,48.65,8.5
-0.65,48.55,8.1
-0.65,48.45,7.6
-0.65,48.35,8.5
-0.65,48.25,8.2
-0.65,48.15,8.4
-0.65,48.05,8.3
-0.65,47.95,8.5
-0.65,47.85,9.3
-0.65,47.75,8.4
-0.65,47.65,9.1
-0.65,47.55,9.2
-0.65,47.45,9.7
-0.65,47.35,9.3
-0.65,47.25,8.9
-0.65,47.15,8.6
-0.65,47.05,8.2
-0.65,46.95,7.3
-0.65,46.85,7.9
-0.65,46.75,7.4
-0.65,46.65,6.2
-0.65,46.55,6.2
-0.65,46.45,8
-0.65,46.35,8.6
-0.65,46.25,9.2
-0.65,46.15,9.2
-0.65,46.05,10.1
-0.65,45.95,9.4
-0.65,45.85,8.3
-0.65,45.75,9.3
-0.65,45.65,10.3
-0.65,45.55,11.5
